buyer_name,implementation_location_other,No,DEPT/ENTITY,,supplier_numbers_other,supplier_name,company_registration_number,ITEM CATEGORY,items_description,items_quantity,cost_per_unit_zar,order_amount_zar,TOTAL VAL RECALC,order_number,invoice_number,SYS INVOICE AMOUNT,SYS INVOICE DATE,invoice_date,SYS INVOICE RECEIPT DATE,invoice_reciept_date,SYS PAYMENT DATE,payment_number,SYS DISPURSE NO,SYS PAYMENT AMOUNT,paymen_period,PAY VAR,STATUS,COMMITMENT OUTSTANDING,ORDERS CLOSED
Limpopo Department of Social Development,Limpopo,348,SOCIAL,Social,MAAA0324898,IT Care Chemicals Supplies and Cleaning,2015/102820/07,,,,,,,PO-001269,I T C2102,"R110,000.00",06/08/2020,2020-08-06,6/24/2020,2020-06-24,6/24/2020,2478239,1159947,"R110,000.00",2020/06,"-R110,000.00",OPEN,"-R110,000.00",R0.00
Limpopo Department of Social Development,Limpopo,349,SOCIAL,Social,MAAA0324898,IT Care Chemicals Supplies and Cleaning,2015/102820/07,,,,,,,PO-001269,I T C2020,"R110,000.00",06/11/2020,2020-11-06,6/24/2020,2020-06-24,6/24/2020,2478241,1159947,"R110,000.00",2020/06,"-R110,000.00",OPEN,"-R110,000.00",R0.00
Limpopo Department of Social Development,Limpopo,350,SOCIAL,Social,MAAA0324898,IT Care Chemicals Supplies and Cleaning,2015/102820/07,,,,,,,PO-001269,I T C1113,"R184,030.00",05/11/2020,2020-11-05,5/22/2020,2020-05-22,5/25/2020,2476150,1158511,"R184,030.00",2020/06,"-R184,030.00",OPEN,"-R184,030.00",R0.00
Limpopo Department of Social Development,Limpopo,351,SOCIAL,Social,MAAA0038766,Lechoba-Medical Technologies,2005/044442/07,Cleaning,Protective Coverralls,500,358.99,179495.00,"R179,495.00",PO-001294,2 01802794,"R179,495.00",4/16/2020,2020-04-16,4/22/2020,2020-04-22,4/23/2020,2475579,1157931,"R179,495.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Social Development,Limpopo,352,SOCIAL,Social,MAAA0098509,Limpopo Cash and Carry,2003/018146/23,Cleaning,Antiseptic Liquid 750ml,200,45.00,9000.00,"R9,000.00",PO-001268,1 0170351,"R9,000.00",3/26/2020,2020-03-26,4/23/2020,2020-04-23,4/23/2020,2475581,1157726,"R9,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Social Development,Limpopo,353,SOCIAL,Social,MAAA0172450,MMAMURU (PTY) LTD,2016/169391/07,Masks - Face Cloth,Three layer Cloth face mask,"7,150",16.00,114400.00,"R114,400.00",PO-001366,23,"R114,400.00",6/30/2020,2020-06-30,07/07/2020,2020-07-07,07/09/2020,2480867,1162122,"R114,400.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Social Development,Limpopo,354,SOCIAL,Social,MAAA0615150,Slamulele Security Company,2017/495334/07,Cleaning,Liquid hand soap 5L,220,109.00,23980.00,"R23,980.00",PO-001291,S CC 001,"R23,980.00",04/06/2020,2020-06-04,04/06/2020,2020-04-06,04/07/2020,2474835,1157317,"R23,980.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Transport,Limpopo,355,TRANSPORT,Transport,MAAA0802801,AL Consultancy Management,2019/339493/07,Cleaning,Surface disinfectant liquid (25l),250,860.75,215187.50,"R215,187.50",OR-002211,DT/01/7/2020,"R215,187.50",07/06/2020,2020-06-07,07/08/2020,2020-07-08,07/09/2020,2430046,1120776,"R215,187.50",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Transport,Limpopo,356,TRANSPORT,Transport,MAAA0021371,Anywhere Today,2014/101415/07,Sanitiser,Hand sanitizers (25litres),250,1520.00,380000.00,"R380,000.00",OR-002208,ANY-5,"R380,000.00",07/06/2020,2020-06-07,07/08/2020,2020-07-08,07/09/2020,2430044,1120777,"R380,000.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Transport,Limpopo,357,TRANSPORT,Transport,MAAA0021326,Destination Met,2014/094636/07,Sanitiser,Mounting of sanitizer brackets,60,391.00,23460.00,"R23,460.00",OR-002194,D ES023,"R23,460.00",5/25/2020,2020-05-25,06/09/2020,2020-06-09,6/30/2020,2429536,1120337,"R23,460.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Transport,Limpopo,358,TRANSPORT,Transport,MAAA0137608,Limpopo Supplements Traders,2009/008275/07,Building - Disinfecting,Disinfection of Capricorn Sekhukhune and Waterberg,"40,000",9.90,396060.00,"R396,060.00",OR-002195,4,"R396,060.00",06/02/2020,2020-02-06,06/05/2020,2020-06-05,06/09/2020,2429167,1120044,"R396,060.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Transport,Limpopo,359,TRANSPORT,Transport,MAAA0144455,Maboka Trading,2011/033261/23,Building - Disinfecting,"Disinfection of Vhembe, Mopani and Head Office (m2)","44,000",9.95,437800.00,"R437,800.00",OR-001216,# 35,"R200,232.19",03/06/2020,2020-06-03,03/06/2020,2020-03-06,03/09/2020,2426717,1118033,"R200,232.19",2020/06,"R237,567.81",OPEN,"R237,567.81",R0.00
Limpopo Department of Transport,Limpopo,360,TRANSPORT,Transport,MAAA0144455,Maboka Trading,2011/033261/23,,,,,,,OR-001216,# 36,"R200,232.19",3/24/2020,2020-03-24,3/24/2020,2020-03-24,3/25/2020,2427363,1118413,"R200,232.19",2020/06,"-R200,232.19",OPEN,"-R200,232.19",R0.00
Limpopo Department of Transport,Limpopo,361,TRANSPORT,Transport,MAAA0160600,Nodan Construction and Projects,?????,Gloves,Gloves Cleaning,"46,000",6.09,280140.00,"R280,140.00",OR-002185,4,"R280,140.00",04/01/2020,2020-01-04,04/07/2020,2020-04-07,04/07/2020,2427800,1118940,"R280,140.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Transport,Limpopo,362,TRANSPORT,Transport,MAAA0001173,Sidze Pest Management and Projects,2015/004692/07,Building - Disinfecting,Disinfection of buildings at Head Office and Snabasa (,,0.00,48237.00,R0.00,OR-002207,SID01839,"R48,237.00",6/30/2020,2020-06-30,07/01/2020,2020-07-01,07/08/2020,2429996,1120679,"R48,237.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Transport,Limpopo,363,TRANSPORT,Transport,MAAA0111227,Tshedza Solutions,2015/203758/07,Sanitiser,Sanitisers (500ml),"3,500",118.45,414575.00,"R414,575.00",OR-002179,3584,"R414,575.00",3/27/2020,2020-03-27,3/27/2020,2020-03-27,04/07/2020,2427793,1118947,"R414,575.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Transport,Limpopo,364,TRANSPORT,Transport,MAAA0111227,Tshedza Solutions,2015/203758/07,Masks - Surgical,Surgical Mask,"18,500",27.00,499500.00,"R499,500.00",OR-002180,3586,"R499,537.00",3/30/2020,2020-03-30,3/31/2020,2020-03-31,04/07/2020,2427798,1118947,"R499,537.00",2020/06,#NAME?,CLOSED,R0.00,#NAME?
Limpopo Department of Transport,Limpopo,365,TRANSPORT,Transport,MAAA0019039,Vhaleya Suppliers,2014/010486/07,Sanitiser,Hand sanitizers (1 litres),"1,000",157.00,157000.00,"R157,000.00",OR-002209,VS205,"R157,000.00",07/01/2020,2020-01-07,07/02/2020,2020-07-02,07/09/2020,2430025,1120676,"R157,000.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Transport,Limpopo,366,TRANSPORT,Transport,MAAA0019039,Vhaleya Suppliers,2014/010486/07,Masks - Face Cloth,Cloth Masks,"6,000",47.00,282000.00,"R282,000.00",OR-002188,V S/01/2020,"R282,000.00",05/07/2020,2020-07-05,05/11/2020,2020-05-11,05/11/2020,2428477,1119437,"R282,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Transport,Limpopo,367,TRANSPORT,Transport,MAAA0765369,ZKM Trading,2017/128264/07,Sanitiser,Supply of foot operated sanitizer stand,50,2100.00,105000.00,"R105,000.00",OR-002197,Z KM/2020/05/03,"R105,000.00",5/25/2020,2020-05-25,5/25/2020,2020-05-25,06/09/2020,2429125,1120130,"R105,000.00",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Education,Limpopo,368,EDUCATION,Education,MAAA0098929,Bakoni Medical Supplies,2012/149095/07,Digital Themormetres,Thermometers,"1,000",977.50,977500.00,"R977,500.00",OR-002197,,,,,,,,,,,,"R977,500.00",OPEN,"R977,500.00",R0.00
Limpopo Department of Education,Limpopo,369,EDUCATION,Education,MAAA0048191,Blue Rocks Civil Services,2009/144167/23,Masks - Face Cloth,Cloth Masks,"105,698",14.95,1580185.10,"R1,580,185.10",Manual Order (Order No. to be confirmed),,,,,,,,,,,,"R1,580,185.10",OPEN,"R1,580,185.10",R0.00
Limpopo Department of Education,Limpopo,370,EDUCATION,Education,MAAA0006695,C Matodzi Projects,2003/054146/23,Masks - Face Cloth,Cloth Masks,"3,000",23.99,71970.00,"R71,970.00",HH006276,CMP001,"R71,970.00",07/02/2020,2020-02-07,7/28/2020,2020-07-28,7/28/2020,2641047,1302660,"R71,970.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Education,Limpopo,371,EDUCATION,Education,MAAA0000149,Capstan Trading 293 T/A Cable Tech,2003/016776/23,Masks - Face Cloth,Cloth Masks,"200,000",24.61,4922000.00,"R4,922,000.00",Manual Order (Order No. to be confirmed),CT2020-INDOE007,"R4,922,000.00",07/10/2020,2020-10-07,7/28/2020,2020-07-28,7/28/2020,2641045,1302730,"R4,922,000.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Education,Limpopo,372,EDUCATION,Education,MAAA0528336,Cronetix Investment Group,2016/520173/07,Masks - Face Cloth,Cloth Masks,"130,000",19.50,2535000.00,"R2,535,000.00",Manual Order (Order No. to be confirmed),,,,,,,,,,,,"R2,535,000.00",OPEN,"R2,535,000.00",R0.00
Limpopo Department of Education,Limpopo,373,EDUCATION,Education,MAAA0674800,Lakama Distribution (Pty) Ltd,2014/284373/07,Masks - Face Cloth,Cloth Masks,"57,328",18.40,1054835.20,"R1,054,835.20",Manual Order (Order No. to be confirmed),,,,,,,,,,,,"R1,054,835.20",OPEN,"R1,054,835.20",R0.00
Limpopo Department of Education,Limpopo,374,EDUCATION,Education,MAAA0872480,Lekta Group,2018/324012/07,Masks - Face Cloth,Cloth Masks,"50,000",25.00,1250000.00,"R1,250,000.00",HH-006277,LG202,"R1,250,000.00",6/24/2020,2020-06-24,7/27/2020,2020-07-27,7/27/2020,2641037,1302817,"R1,250,000.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Education,Limpopo,375,EDUCATION,Education,MAAA0088571,Madeph Technical Services,2006/194444/23,Masks - Face Cloth,Cloth Masks,"50,000",23.90,1195000.00,"R1,195,000.00",Manual Order (Order No. to be confirmed),,,,,,,,,,,,"R1,195,000.00",OPEN,"R1,195,000.00",R0.00
Limpopo Department of Education,Limpopo,376,EDUCATION,Education,MAAA0520593,Mamoshalagae Trading & Projects,2011/041488/23,Masks - Face Cloth,Cloth Masks,"16,974",19.55,331841.70,"R331,841.70",Manual Order (Order No. to be confirmed),,,,,,,,,,,,"R331,841.70",OPEN,"R331,841.70",R0.00
Limpopo Department of Education,Limpopo,377,EDUCATION,Education,MAAA0520593,Mamoshalagae Trading & Projects,2011/041488/23,Masks - Face Cloth,Cloth Masks,"53,026",18.40,975678.40,"R975,678.40",Manual Order (Order No. to be confirmed),,,,,,,,,,,,"R975,678.40",OPEN,"R975,678.40",R0.00
Limpopo Department of Education,Limpopo,378,EDUCATION,Education,MAAA0532893,Marion G Holdings,2015/419658/07,Masks - Face Cloth,Cloth Masks,"313,474",19.17,6009296.58,"R6,009,296.58",Manual Order (Order No. to be confirmed),,,,,,,,,,,,"R6,009,296.58",OPEN,"R6,009,296.58",R0.00
Limpopo Department of Education,Limpopo,379,EDUCATION,Education,MAAA0463925,Matongoni General Trading,2013/049887/07,Masks - Face Cloth,Cloth Masks,"147,000",25.00,3675000.00,"R3,675,000.00",Manual Order (Order No. to be confirmed),,,,,,,,,,,,"R3,675,000.00",OPEN,"R3,675,000.00",R0.00
Limpopo Department of Education,Limpopo,380,EDUCATION,Education,MAAA0894415,Matsato Enterprise,2020/093577/07,Masks - Face Cloth,Cloth Masks,"120,000",23.00,2760000.00,"R2,760,000.00",Manual Order (Order No. to be confirmed),,,,,,,,,,,,"R2,760,000.00",OPEN,"R2,760,000.00",R0.00
Limpopo Department of Education,Limpopo,381,EDUCATION,Education,MAAA0001091,Mjanandi Trading Enterprise,2008/054734/23,Masks - Face Cloth,Cloth Masks,"50,000",25.00,1250000.00,"R1,250,000.00",Manual Order (Order No. to be confirmed),#MJA2020-002,"R1,250,000.00",07/06/2020,2020-06-07,7/28/2020,2020-07-28,7/28/2020,2641046,1302594,"R1,250,000.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Education,Limpopo,382,EDUCATION,Education,MAAA0088061,Ntshizas Technical Services,2006/194447/23,Masks - Face Cloth,Cloth Masks,"57,000",23.80,1356600.00,"R1,356,600.00",Manual Order (Order No. to be confirmed),,,,,,,,,,,,"R1,356,600.00",OPEN,"R1,356,600.00",R0.00
Limpopo Department of Education,Limpopo,383,EDUCATION,Education,MAAA0050580,Olrich Home of Tecknology,2005/060307/23,Masks - Face Cloth,Cloth Masks,"160,000",9.70,1552000.00,"R1,552,000.00",Manual Order (Order No. to be confirmed),,,,,,,,,,,,"R1,552,000.00",OPEN,"R1,552,000.00",R0.00
Limpopo Department of Education,Limpopo,384,EDUCATION,Education,MAAA0904572,Othaka Engineering & Consulting,2020/145459/07,Digital Themormetres,Thermometers,"6,550",800.00,5240000.00,"R5,240,000.00",Manual Order (Order No. to be confirmed),,,,,,,,,,,,"R5,240,000.00",OPEN,"R5,240,000.00",R0.00
Limpopo Department of Education,Limpopo,385,EDUCATION,Education,MAAA0089762,Sedgars Sport,2004/043407/23,Masks - Face Cloth,Cloth Masks,"500,000",16.10,8050000.00,"R8,050,000.00",HH-006276,INB20254,"R8,050,000.00",6/30/2020,2020-06-30,7/27/2020,2020-07-27,7/28/2020,2641041,1302818,"R8,050,000.00",2020/07,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Education,Limpopo,386,EDUCATION,Education,MAAA0129827,TLG Trading,2006/142169/23,Sanitiser,Sanitisers,"940,000",90.00,84600000.00,"R84,600,000.00",Manual Order (Order No. to be confirmed),,,,,,,,,,,,"R84,600,000.00",OPEN,"R84,600,000.00",R0.00
Gateway Airports Authority Limited (GAAL),Limpopo,387,GAAL,GAAL,MAAA0861407,Mabobo Holdings,2013/210760/07,Sanitiser,Hand Santizing Gel,10,350.00,3500.00,"R3,500.00",P08894,,,5/20/2020,2020-05-20,,,07/07/2020,,,,,"R3,500.00",OPEN,"R3,500.00",R0.00
Gateway Airports Authority Limited (GAAL),Limpopo,388,GAAL,GAAL,MAAA0001173,Sidze Pest Management and Projects,2015/004692/07,Building - Disinfecting,Sanitization and Dis-infecting Services,"12,044",1.50,18066.20,"R18,066.20",all invoices not yet paid,,,invioce not paid,,,,NOT YET PAID,,,,,"R18,066.20",OPEN,"R18,066.20",R0.00
Gateway Airports Authority Limited (GAAL),Limpopo,389,GAAL,GAAL,MAAA0001283,Tripple-N Medical Distributors (Pty) Ltd,2011/129850/07,Masks - Non Surgical,Surgical Masks,750,13.02,9765.00,"R9,765.00",PO8893,,,4/20/2020,2020-04-20,,,5/26/2020,,,,,"R9,765.00",OPEN,"R9,765.00",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,390,LEDA,LEDA,MAAA0098076,Fifteen Thirty Corporations,2013/135437/07,Building - Disinfecting,Disinfection of GNT offices: Vhembe Region,"2,322",13.50,31343.25,"R31,340.25",20/05/010,,,5/30/2020,2020-05-30,,,6/23/2020,,,,,"R31,343.25",OPEN,"R31,343.25",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,391,LEDA,LEDA,MAAA0496340,Gamahlako Investments,2017/299162/07,Sanitiser,Sanitizer booths,1,864690.00,864690.00,"R864,690.00",OR-002182,,,4/16/2020,2020-04-16,,,4/30/2020,,,,,"R864,690.00",OPEN,"R864,690.00",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,392,LEDA,LEDA,MAAA0317816,Herodity Devine Crude Suppliers,2016/104219/07,Building - Disinfecting,Disinfection of GNT offices: Mopani Region,"4,761",12.00,57132.00,"R57,132.00",OR-002242,,,6/24/2020,2020-06-24,,,7/31/2020,,,,,"R57,132.00",OPEN,"R57,132.00",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,393,LEDA,LEDA,MAAA0451531,Lali 26 Enterprise (Pty) Ltd,2014/147654/07,Digital Themormetres,Non-contact infrared temperature thermometer,32,1521.74,56000.00,"R48,695.68",OR-002239,,,6/23/2020,2020-06-23,,,7/31/2020,,,,,"R56,000.00",OPEN,"R56,000.00",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,394,LEDA,LEDA,MAAA0451531,Lali 26 Enterprise (Pty) Ltd,2014/147654/07,Building - Disinfecting,Disinfection of GNT offices: Capricorn Region,"6,108",11.50,70242.00,"R70,242.00",,,,,,,,NOT YET PAID,,,,,"R70,242.00",OPEN,"R70,242.00",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,395,LEDA,LEDA,MAAA0451531,Lali 26 Enterprise (Pty) Ltd,2014/147654/07,Building - Disinfecting,Disinfection of LEDA offices: Vhembe Region,"16,365",11.50,188197.50,"R188,197.50",OR-002237,,,6/23/2020,2020-06-23,,,7/31/2020,,,,,"R188,197.50",OPEN,"R188,197.50",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,396,LEDA,LEDA,MAAA0231970,Maphalla FT,2015/410677/07,Building - Disinfecting,Disinfection of GNT offices: Sekhukhune Region,"1,496",11.50,17204.00,"R17,204.00",20/05/014,,,06/06/2020,2020-06-06,,,6/23/2020,,,,,"R17,204.00",OPEN,"R17,204.00",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,397,LEDA,LEDA,MAAA0463925,Matongoni General Trading,2013/049887/07,Gloves,Disposable gloves,"2,000",2.20,5060.00,"R4,400.00",20/06/001,,,06/05/2020,2020-05-06,,,6/23/2020,,,,,"R5,060.00",OPEN,"R5,060.00",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,398,LEDA,LEDA,MAAA0463925,Matongoni General Trading,2013/049887/07,Digital Themormetres,Non-contact infrared temperature thermometer,11,2174.00,27501.10,"R23,914.00",20/06/001,,,06/05/2020,2020-05-06,,,6/23/2020,,,,,"R27,501.10",OPEN,"R27,501.10",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,399,LEDA,LEDA,MAAA0463925,Matongoni General Trading,2013/049887/07,Sanitiser,25L Liquid sanitizer,80,1112.50,102350.00,"R89,000.00",20/06/001,,,06/05/2020,2020-05-06,,,6/23/2020,,,,,"R102,350.00",OPEN,"R102,350.00",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,400,LEDA,LEDA,MAAA0463925,Matongoni General Trading,2013/049887/07,Cleaning,5L disinfectant,400,222.50,102350.00,"R89,000.00",20/06/001,,,06/05/2020,2020-05-06,,,6/23/2020,,,,,"R102,350.00",OPEN,"R102,350.00",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,401,LEDA,LEDA,MAAA0463925,Matongoni General Trading,2013/049887/07,Building - Disinfecting,Disinfection of LEDA offices: Capricorn Region,"12,450",12.50,178968.75,"R155,625.00",OR-002238,,,7/28/2020,2020-07-28,,,7/31/2020,,,,,"R178,968.75",OPEN,"R178,968.75",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,402,LEDA,LEDA,MAAA0463925,Matongoni General Trading,2013/049887/07,Building - Disinfecting,Disinfection of training centres: Vhembe region,"12,499",12.50,179673.13,"R156,237.50",20/06/003,,,06/08/2020,2020-08-06,,,6/23/2020,,,,,"R179,673.13",OPEN,"R179,673.13",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,403,LEDA,LEDA,MAAA0166311,Mogatladi Trading Enterprise,2017/133757/07,Building - Disinfecting,Disinfection of training centre and offices: Capricorn region,"4,661",12.50,67001.88,"R58,262.50",20/06/002,,,06/09/2020,2020-09-06,,,6/23/2020,,,,,"R67,001.88",OPEN,"R67,001.88",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,404,LEDA,LEDA,MAAA0127787,Muthumuni Corporate Gifts,2004/071734/23,Face Shields / Visors,Face shield,50,100.00,5750.00,"R5,000.00",OR-002182,,,4/16/2020,2020-04-16,,,4/30/2020,,,,,"R5,750.00",OPEN,"R5,750.00",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,405,LEDA,LEDA,MAAA0127787,Muthumuni Corporate Gifts,2004/071734/23,Masks - Face Cloth,Face masks,"1,475",25.00,42406.25,"R36,875.00",OR-002182,,,4/16/2020,2020-04-16,,,4/30/2020,,,,,"R42,406.25",OPEN,"R42,406.25",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,406,LEDA,LEDA,MAAA0026513,Polokwane Chemical Suppliers,1996/040564/23,Sanitiser,500ml Bottles,737,15.00,12713.25,#VALUE!,OR-002182,,,4/16/2020,2020-04-16,,,4/30/2020,,,,,"R12,713.25",OPEN,"R12,713.25",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,407,LEDA,LEDA,MAAA0026513,Polokwane Chemical Suppliers,1996/040564/23,Sanitiser,"100ml Gel sanitizer, 70 percent alcohol",737,25.00,21188.75,#VALUE!,OR-002182,,,4/16/2020,2020-04-16,,,4/30/2020,,,,,"R21,188.75",OPEN,"R21,188.75",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,408,LEDA,LEDA,MAAA0026513,Polokwane Chemical Suppliers,1996/040564/23,Sanitiser,5L Liquid sanitizer for surface or hand sanitising,100,380.20,43723.00,"R38,020.00",OR-002232,,,6/23/2020,2020-06-23,,,7/31/2020,,,,,"R43,723.00",OPEN,"R43,723.00",R0.00
Limpopo Economic Development Agency (LEDA),Limpopo,409,LEDA,LEDA,MAAA0026513,Polokwane Chemical Suppliers,1996/040564/23,Sanitiser,5 litre bucket wet wipes,140,331.50,53371.34,#VALUE!,OR-002182,,,4/16/2020,2020-04-16,,,4/30/2020,,,,,"R53,371.34",OPEN,"R53,371.34",R0.00
Limpopo Department of Economic Development,Limpopo,410,ECONOMIC DEVELOPMENT,Economic Development,MAAA0016077,BASWA SECURITY PRIMARY CO OPERATIVE,2015/004663/24,Cleaning,Disposable Plastic Aprons,"1,000",1.20,1200.00,"R1,200.00",OR-012472,B SPC041,"R29,760.00",6/15/2020,2020-06-15,6/24/2020,2020-06-24,6/24/2020,2446237,1133614,"R29,760.00",2020/06,"-R28,560.00",CLOSED,R0.00,"-R28,560.00"
Limpopo Department of Economic Development,Limpopo,411,ECONOMIC DEVELOPMENT,Economic Development,MAAA0016077,BASWA SECURITY PRIMARY CO OPERATIVE,2015/004663/24,Cleaning,A5 Size Self-Adhensive Plastic Bags,"1,000",2.00,2000.00,"R2,000.00",,,,,,,,,,,,,"R2,000.00",CLOSED,R0.00,"R2,000.00"
Limpopo Department of Economic Development,Limpopo,412,ECONOMIC DEVELOPMENT,Economic Development,MAAA0016077,BASWA SECURITY PRIMARY CO OPERATIVE,2015/004663/24,Cleaning,AAA? Batteries for themometers,160,16.00,2560.00,"R2,560.00",,,,,,,,,,,,,"R2,560.00",CLOSED,R0.00,"R2,560.00"
Limpopo Department of Economic Development,Limpopo,413,ECONOMIC DEVELOPMENT,Economic Development,MAAA0016077,BASWA SECURITY PRIMARY CO OPERATIVE,2015/004663/24,Cleaning,A4 Size Self- Adhensive Plastic Bags,"2,000",2.50,5000.00,"R5,000.00",,,,,,,,,,,,,"R5,000.00",CLOSED,R0.00,"R5,000.00"
Limpopo Department of Economic Development,Limpopo,414,ECONOMIC DEVELOPMENT,Economic Development,MAAA0016077,BASWA SECURITY PRIMARY CO OPERATIVE,2015/004663/24,Sanitiser,Refill Spray Bottles 100ml,500,13.00,6500.00,"R6,500.00",,,,,,,,,,,,,"R6,500.00",CLOSED,R0.00,"R6,500.00"
Limpopo Department of Economic Development,Limpopo,415,ECONOMIC DEVELOPMENT,Economic Development,MAAA0016077,BASWA SECURITY PRIMARY CO OPERATIVE,2015/004663/24,Sanitiser,Refill Spray Bottles 250ml,500,25.00,12500.00,"R12,500.00",,,,,,,,,,,,,"R12,500.00",CLOSED,R0.00,"R12,500.00"
Limpopo Department of Economic Development,Limpopo,416,ECONOMIC DEVELOPMENT,Economic Development,MAAA0317816,Herodity Devine Crude Suppliers,2016/104219/07,Sanitiser,Sanitizing wipes bucket dispensers,300,403.30,120990.00,"R120,990.00",OR-012442,71,"R120,990.00",05/12/2020,2020-12-05,6/23/2020,2020-06-23,07/08/2020,2446510,1133933,"R298,854.00",2020/07,"-R177,864.00",CLOSED,R0.00,"-R177,864.00"
Limpopo Department of Economic Development,Limpopo,417,ECONOMIC DEVELOPMENT,Economic Development,MAAA0317816,Herodity Devine Crude Suppliers,2016/104219/07,Sanitiser,Hand sanitizer 1 litre.,"1,200",148.22,177864.00,"R177,864.00",,,,,,,,,,,,,"R177,864.00",CLOSED,R0.00,"R177,864.00"
Limpopo Department of Economic Development,Limpopo,418,ECONOMIC DEVELOPMENT,Economic Development,MAAA0774326,Jacklin Investment T/A Pest Control Specialist,2015/301122/07,Building - Disinfecting,Spray and disinfecting offices at Capricorn district,"7,987",5.30,42262.00,"R42,329.30",OR-012434,I N V0012509,"R42,262.50",5/28/2020,2020-05-28,06/08/2020,2020-06-08,06/09/2020,2445929,1133427,"R42,262.50",2020/06,#NAME?,CLOSED,R0.00,#NAME?
Limpopo Department of Economic Development,Limpopo,419,ECONOMIC DEVELOPMENT,Economic Development,MAAA0137608,Limpopo Supplements Traders,2009/008275/07,Building - Disinfecting,Spray and disinfect all office buildings utilised by LEDET employees in the Waterberg district,"3,201",10.00,36809.43,"R32,009.50",OR-012437,I N VOICE.60/2020,"R36,809.43",06/02/2020,2020-02-06,6/19/2020,2020-06-19,6/24/2020,2446210,1133610,"R36,809.43",2020/06,R0.00,CLOSED,R0.00,R0.00
Limpopo Department of Economic Development,Limpopo,420,ECONOMIC DEVELOPMENT,Economic Development,MAAA0023542,LKA ENTERPRISE,2015/107345/07,Gloves,Household hand gloves,"1,000",43.13,43130.00,"R43,130.00",OR-012426,L EDET0001,"R43,130.00",06/12/2020,2020-12-06,07/08/2020,2020-07-08,07/08/2020,2446530,1133934,"R498,625.00",2020/07,"-R455,495.00",CLOSED,R0.00,"-R455,495.00"
Limpopo Department of Economic Development,Limpopo,421,ECONOMIC DEVELOPMENT,Economic Development,MAAA0023542,LKA ENTERPRISE,2015/107345/07,Cleaning,"Insect Repellent (Doom),","1,000",50.32,50320.00,"R50,320.00",,,,,,,,,,,,,"R50,320.00",CLOSED,R0.00,"R50,320.00"
Limpopo Department of Economic Development,Limpopo,422,ECONOMIC DEVELOPMENT,Economic Development,MAAA0023542,LKA ENTERPRISE,2015/107345/07,Cleaning,Pine Gel,"1,000",73.32,73320.00,"R73,320.00",,,,,,,,,,,,,"R73,320.00",CLOSED,R0.00,"R73,320.00"
Limpopo Department of Economic Development,Limpopo,423,ECONOMIC DEVELOPMENT,Economic Development,MAAA0023542,LKA ENTERPRISE,2015/107345/07,Cleaning,Liquid Hand Soap,500,192.12,96060.00,"R96,060.00",,,,,,,,,,,,,"R96,060.00",CLOSED,R0.00,"R96,060.00"
